Date,Average Daily Wind Speed (mph),Precipitation (in),Average Relative Humidity (%),Average Temperature (F),Maximum Temperature (F),Minimum Temperature (F)
1/24/2020,3.13,0,59,51,67,37
1/25/2020,8.28,0,62,54,68,43
1/26/2020,4.92,0.02,73,64,76,51
1/27/2020,5.59,0,89,54,59,49
1/28/2020,10.96,0.2,74,59,72,48
1/29/2020,12.53,0,69,50,53,47
1/30/2020,8.28,0,77,50,56,46
1/31/2020,5.82,0,67,51,59,42
2/1/2020,4.7,0,54,51,73,37
2/2/2020,8.05,0,42,59,80,41
2/3/2020,14.99,0,78,65,75,57
2/4/2020,12.3,0.01,76,71,79,51
2/5/2020,14.32,0.02,82,46,51,38
2/6/2020,11.18,0.01,53,41,53,33
2/7/2020,8.5,0,42,50,73,36
2/8/2020,10.74,0,54,57,72,47
2/9/2020,13.65,0.25,85,67,74,61
2/10/2020,8.72,0.18,91,67,72,48
2/11/2020,10.74,0.14,89,49,52,46
2/12/2020,6.71,0.45,88,51,56,45
2/13/2020,11.18,0,73,47,54,38
2/14/2020,7.16,0,61,45,61,33
2/15/2020,7.61,0,67,54,69,43
2/16/2020,7.38,0,81,65,76,59
2/17/2020,10.51,0,86,68,80,64
2/18/2020,6.49,0.23,74,72,78,53
2/19/2020,11.86,0.09,73,65,52,48
2/20/2020,14.09,0.61,79,48,54,45
2/21/2020,8.05,0,61,47,56,36
2/22/2020,5.82,0,60,48,64,40
2/23/2020,9.4,0,81,58,66,50
2/24/2020,7.16,0.14,65,67,71,52
2/25/2020,11.18,0,56,58,69,49
2/26/2020,14.99,0,47,51,56,35
2/27/2020,3.36,0,48,45,62,30
2/28/2020,4.03,0,45,53,73,36
2/29/2020,10.51,0,50,59,76,47
3/1/2020,13.87,0,76,66,76,60
3/2/2020,9.4,0,75,72,80,68
3/3/2020,5.37,0,79,73,80,68
3/4/2020,13.65,0.43,80,68,71,56
3/5/2020,8.72,0,55,62,76,51
3/6/2020,10.07,0,35,61,73,50
3/7/2020,7.16,0,48,56,62,48
3/8/2020,12.75,0,68,60,77,49
3/9/2020,10.51,0.2,87,67,70,63
3/10/2020,4.7,0,78,69,82,61
3/11/2020,8.95,0,74,72,82,64
3/12/2020,12.75,0,70,74,84,68
3/13/2020,11.41,0,75,74,84,68
3/14/2020,10.51,0,77,75,83,69
3/15/2020,6.71,0,85,70,78,63
3/16/2020,4.92,0,82,70,77,60
3/17/2020,10.51,0,78,74,85,68
3/18/2020,14.09,0,79,74,81,71
3/19/2020,13.2,0.05,78,75,82,72
3/20/2020,11.63,0.86,91,67,73,51
3/21/2020,10.07,0.82,88,53,59,49
3/22/2020,4.03,0.07,95,60,70,56
3/23/2020,9.62,0,82,73,84,69
3/24/2020,7.38,0,77,75,86,63
3/25/2020,6.04,0,80,72,87,61
3/26/2020,11.86,0,78,75,87,67
3/27/2020,13.87,0,72,77,89,70
3/28/2020,7.61,0.03,81,72,78,54
3/29/2020,5.14,0.03,65,62,78,49
3/30/2020,8.28,0,76,69,76,65
3/31/2020,10.51,0,73,68,73,55
4/1/2020,8.28,0,63,62,77,51
4/2/2020,9.62,0.07,81,66,77,58
4/3/2020,9.62,1.02,88,69,80,49
4/4/2020,9.4,0.23,95,49,53,46
4/5/2020,5.82,0,90,56,69,50
4/6/2020,6.04,0,85,68,78,61
4/7/2020,8.05,0,83,76,85,72
4/8/2020,7.16,0,82,78,89,72
4/9/2020,6.26,1.59,87,77,88,67
4/10/2020,9.62,0,71,68,73,61
4/11/2020,10.07,0,80,66,77,57
4/12/2020,12.08,0.14,64,76,85,61
4/13/2020,11.63,0,62,58,63,46
4/14/2020,12.3,0,65,56,66,46
4/15/2020,5.82,0,58,56,68,44
4/16/2020,9.62,0,58,62,77,48
4/17/2020,7.38,0,85,67,77,56
4/18/2020,7.61,0.02,82,60,71,55
4/19/2020,8.72,0.06,73,74,88,63
4/20/2020,5.82,0,79,71,83,65
4/21/2020,7.61,0,71,74,84,66
4/22/2020,9.84,0.19,91,74,81,67
4/23/2020,8.28,0,64,76,84,64
4/24/2020,9.62,0.03,56,74,92,59
4/25/2020,9.62,0,54,72,78,60
4/26/2020,4.25,0,55,70,85,54
4/27/2020,13.42,0,64,72,87,57
4/28/2020,13.65,0.01,76,78,87,72
4/29/2020,10.74,0.5,58,75,82,61
4/30/2020,4.7,0,51,69,83,53
5/1/2020,10.07,0,62,72,86,58
5/2/2020,12.3,0,71,75,88,64
5/3/2020,11.86,0,69,78,90,69
5/4/2020,12.97,0,70,80,91,72
5/5/2020,8.95,0,71,77,83,70
5/6/2020,8.5,0,43,74,85,62
5/7/2020,12.53,0,60,73,86,59
5/8/2020,16.11,0,65,77,88,61
5/9/2020,10.74,0,57,66,74,59
5/10/2020,5.59,0,54,66,80,53
5/11/2020,9.17,0,55,71,84,58
5/12/2020,8.05,1.36,87,71,79,66
5/13/2020,8.72,0,75,74,88,67
5/14/2020,9.17,0,75,79,91,71
5/15/2020,8.95,0,79,78,92,70
5/16/2020,10.51,1.1,84,71,76,65
5/17/2020,8.05,0.04,70,74,86,66
5/18/2020,3.8,0,61,78,92,65
5/19/2020,8.28,0,69,81,94,69
5/20/2020,8.5,0,72,82,93,74
5/21/2020,11.18,0,76,81,90,75
5/22/2020,12.75,0,71,83,93,75
5/23/2020,11.86,0,69,84,93,78
5/24/2020,11.41,0.26,87,78,88,66
5/25/2020,8.05,0.05,82,70,78,67
5/26/2020,5.14,0.02,74,74,83,66
5/27/2020,6.04,1.28,83,72,86,62
5/28/2020,4.03,0,72,72,89,63
5/29/2020,8.5,0,61,78,88,68
5/30/2020,6.26,0,62,78,87,67
5/31/2020,6.26,0,70,78,86,71
6/1/2020,5.37,0,70,79,86,74
6/2/2020,6.04,0,68,81,91,73
6/3/2020,3.8,0,76,80,92,72
6/4/2020,6.49,0,73,81,92,74
6/5/2020,5.82,0,69,83,92,74
6/6/2020,6.71,0.04,67,86,96,74
6/7/2020,7.61,0,63,84,95,76
6/8/2020,6.93,0,63,86,96,75
6/9/2020,10.29,0,68,87,96,79
6/10/2020,8.72,0,36,83,91,69
6/11/2020,4.92,0,43,79,92,62
6/12/2020,8.28,0,49,80,91,67
6/13/2020,8.28,0,45,82,93,70
6/14/2020,5.37,0,51,82,93,66
6/15/2020,5.82,0,62,83,95,71
6/16/2020,6.04,0,59,83,94,73
6/17/2020,7.38,0,58,82,93,70
6/18/2020,9.62,0,61,82,94,70
6/19/2020,11.18,0,68,83,96,72
6/20/2020,8.5,0.95,74,81,93,68
6/21/2020,8.72,0.28,79,81,94,75
6/22/2020,8.5,0.01,83,80,85,74
6/23/2020,5.82,0.22,82,78,87,73
6/24/2020,5.14,0.05,85,77,85,73
6/25/2020,6.71,0.9,88,78,87,74
6/26/2020,3.58,0,86,77,82,74
6/27/2020,11.18,0,76,82,92,76
6/28/2020,13.65,0,78,83,89,79
6/29/2020,16.11,0,74,84,92,80
6/30/2020,14.76,0,74,85,94,80
7/1/2020,11.63,0,72,86,95,79
7/2/2020,8.72,0,69,86,96,79
7/3/2020,6.49,0,67,85,97,76
7/4/2020,5.59,0,65,83,97,73
7/5/2020,7.38,0,73,84,92,76
7/6/2020,9.4,0.01,68,86,95,79
7/7/2020,8.28,0.75,78,84,92,77
7/8/2020,10.74,0,70,85,96,77
7/9/2020,11.86,0,67,87,98,79
7/10/2020,8.05,0,67,87,98,78
7/11/2020,7.38,0,65,87,99,78
7/12/2020,8.72,0,65,88,100,78
7/13/2020,9.62,0,61,89,101,78
7/14/2020,12.08,0,62,88,100,78
7/15/2020,10.07,0,65,86,97,79
7/16/2020,7.83,0,63,87,99,77
7/17/2020,6.04,0,67,87,99,78
7/18/2020,6.93,0,67,84,96,75
7/19/2020,5.14,0,64,85,98,75
7/20/2020,6.71,0,68,85,96,76
7/21/2020,8.72,0,75,82,91,76
7/22/2020,6.93,0,77,83,92,78
7/23/2020,6.71,0,64,86,99,77
7/24/2020,9.62,0.07,66,87,98,79
7/25/2020,11.18,0.15,78,83,95,77
7/26/2020,7.83,0.06,85,80,93,76
7/27/2020,5.82,0.11,75,81,96,75
7/28/2020,3.8,1.43,85,81,95,76
7/29/2020,9.62,0.03,79,81,94,76
7/30/2020,10.96,0,70,85,96,77
7/31/2020,7.16,0.13,77,83,96,76
8/1/2020,2.91,0.31,72,82,95,72
8/2/2020,4.25,0.01,75,82,93,74
8/3/2020,2.91,0,65,82,97,71
8/4/2020,5.14,0,63,85,97,76
8/5/2020,6.71,0,61,86,96,76
8/6/2020,8.5,0,67,85,95,74
8/7/2020,7.83,0,65,86,96,75
8/8/2020,7.16,0,67,86,96,76
8/9/2020,10.29,0,69,86,97,77
8/10/2020,10.51,0,68,86,98,77
8/11/2020,9.62,0,67,87,98,77
8/12/2020,8.72,0,66,87,99,77
8/13/2020,7.61,0,64,88,99,79
8/14/2020,10.29,0,61,88,100,78
8/15/2020,8.05,0,60,89,101,78
8/16/2020,5.82,0,57,90,102,78
8/17/2020,6.04,0.04,58,85,95,71
8/18/2020,5.14,0,50,87,101,73
8/19/2020,6.93,0,44,85,98,72
8/20/2020,6.26,0,47,85,98,72
8/21/2020,5.37,0,55,85,99,72
8/22/2020,4.7,0.03,70,82,92,74
8/23/2020,4.47,0,55,83,97,72
8/24/2020,6.04,0,52,86,98,74
8/25/2020,9.17,0,52,88,100,77
8/26/2020,8.5,0.1,79,85,95,78
8/27/2020,5.82,0,64,84,98,75
8/28/2020,9.84,0.09,72,89,103,75
8/29/2020,8.28,0,69,83,99,76
8/30/2020,8.72,0,67,88,99,79
8/31/2020,12.75,0,68,89,100,80
9/1/2020,15.43,0,68,89,100,83
9/2/2020,5.82,0.04,77,83,89,75
9/3/2020,7.16,0.59,84,81,87,72
9/4/2020,6.93,0.88,91,77,86,72
9/5/2020,5.82,0.15,86,77,92,73
9/6/2020,3.8,0,72,80,94,72
9/7/2020,6.49,0,71,83,94,73
9/8/2020,6.04,0.07,87,80,85,76
9/9/2020,8.28,0.13,83,81,92,67
9/10/2020,10.07,0.17,88,68,73,61
9/11/2020,8.72,0,77,73,88,67
9/12/2020,8.05,0,67,80,93,71
9/13/2020,8.72,0.27,74,83,94,75
9/14/2020,10.51,0,76,81,90,74
9/15/2020,8.05,0.03,76,81,90,75
9/16/2020,7.61,0,68,83,92,74
9/17/2020,8.28,0,74,82,90,72
9/18/2020,12.53,0,63,79,89,72
9/19/2020,12.75,0,61,76,86,68
9/20/2020,11.41,0.08,73,72,86,62
9/21/2020,14.32,0.14,85,72,74,70
9/22/2020,13.42,1.22,97,71,73,70
9/23/2020,11.63,0.01,84,72,81,68
9/24/2020,6.71,0,80,71,74,67
9/25/2020,1.12,0,74,71,85,60
9/26/2020,7.38,0,75,75,88,64
9/27/2020,12.53,0,76,81,91,75
9/28/2020,15.43,0.04,56,75,79,61
9/29/2020,5.59,0,50,68,82,53
9/30/2020,3.36,0,47,68,85,53
10/1/2020,5.37,0,51,71,90,54
10/2/2020,6.49,0,44,71,83,58
10/3/2020,6.93,0,55,70,83,57
10/4/2020,5.59,0,66,72,86,58
10/5/2020,5.82,0,62,72,86,61
10/6/2020,3.8,0,65,73,88,61
10/7/2020,2.68,0,53,75,89,60
10/8/2020,7.61,0,73,76,89,68
10/9/2020,11.41,0,77,78,87,70
10/10/2020,3.8,0,75,76,90,65
10/11/2020,9.4,0,72,81,94,71
10/12/2020,9.17,0,59,80,88,69
10/13/2020,5.59,0,42,74,89,62
10/14/2020,8.05,0,69,74,89,64
10/15/2020,10.51,0,78,78,87,65
10/16/2020,11.63,0,46,67,76,55
10/17/2020,10.51,0,68,67,82,55
10/18/2020,12.53,0,73,78,89,70
10/19/2020,8.5,0,78,79,92,72
10/20/2020,8.95,0,72,80,89,72
10/21/2020,5.82,0,77,77,89,69
10/22/2020,6.93,0,80,77,89,69
10/23/2020,10.96,0.11,86,73,84,53
10/24/2020,8.5,0,65,57,68,50
10/25/2020,7.38,0,83,66,75,61
10/26/2020,11.41,0.13,89,69,81,49
10/27/2020,10.51,0.04,95,49,51,46
10/28/2020,9.62,0.17,88,47,55,40
10/29/2020,10.74,0,70,49,61,39
10/30/2020,5.59,0,59,55,71,43
10/31/2020,3.8,0,59,58,75,44
11/1/2020,7.16,0,58,63,79,49
11/2/2020,4.25,0,46,61,75,45
11/3/2020,4.03,0,48,59,78,43
11/4/2020,6.26,0,64,62,79,47
11/5/2020,7.61,0,72,69,81,60
11/6/2020,4.25,0,64,68,82,58
11/7/2020,3.58,0,63,67,82,52
11/8/2020,6.04,0,81,67,79,58
11/9/2020,8.95,0,76,73,84,66
11/10/2020,6.93,0,77,74,85,66
11/11/2020,7.38,0,41,71,84,61
11/12/2020,4.03,0,57,71,85,57
11/13/2020,4.47,0,86,69,76,63
11/14/2020,12.75,0,74,76,88,70
11/15/2020,11.41,0.03,36,71,76,50
11/16/2020,4.7,0,33,58,75,40
11/17/2020,4.47,0,39,59,78,41
11/18/2020,6.26,0,46,62,79,46
11/19/2020,8.5,0,72,65,81,51
11/20/2020,8.05,0,79,70,82,63
11/21/2020,5.14,0,71,71,82,64
11/22/2020,7.83,0,72,70,83,56
11/23/2020,8.5,0,84,58,63,53
11/24/2020,13.65,0.01,80,67,80,60
11/25/2020,8.05,0.33,59,66,75,49
11/26/2020,6.49,0,69,60,78,48
11/27/2020,7.61,0.27,92,70,73,61
11/28/2020,8.95,0.26,94,60,62,54
11/29/2020,12.3,0.06,81,54,59,47
11/30/2020,9.84,0,51,47,54,32
12/1/2020,8.05,0,59,43,63,29
12/2/2020,7.61,0.22,83,56,64,44
12/3/2020,10.96,0,63,46,55,38
12/4/2020,6.71,0,59,49,59,39
12/5/2020,2.68,0.02,69,46,56,34
12/6/2020,6.93,0,66,51,65,37
12/7/2020,6.49,0,53,53,67,41
12/8/2020,2.91,0,52,52,75,36
12/9/2020,2.46,0,45,56,81,38
12/10/2020,8.28,0,60,59,78,44
12/11/2020,4.25,0.57,89,64,68,60
12/12/2020,7.83,0,65,60,64,49
12/13/2020,12.75,0.2,81,54,61,42
12/14/2020,9.4,0,69,44,52,39
12/15/2020,6.49,0,83,45,50,40
12/16/2020,7.83,0,70,44,50,36
12/17/2020,2.91,0,64,42,59,29
12/18/2020,9.62,0,74,49,68,36
12/19/2020,6.71,1.28,87,60,65,49
12/20/2020,3.36,0,72,53,67,40
12/21/2020,3.58,0,68,53,72,39
12/22/2020,8.72,0,70,58,73,46
12/23/2020,14.32,0,62,65,78,50
12/24/2020,13.2,0,36,47,54,35
12/25/2020,3.36,0,40,47,65,33
12/26/2020,8.5,0,56,52,70,38
12/27/2020,10.07,0,71,61,76,49
12/28/2020,7.61,0,77,64,77,55
12/29/2020,15.66,0,73,65,75,57
12/30/2020,14.99,0.62,85,65,77,48
12/31/2020,12.53,1.7,90,48,49,39
1/1/2021,10.74,0,72,42,47,37
1/2/2021,6.26,0,60,45,57,39
1/3/2021,9.17,0,61,50,69,38
1/4/2021,4.7,0,66,58,75,43
1/5/2021,7.38,0,54,58,72,42
1/6/2021,11.41,1.64,75,61,71,46
1/7/2021,10.96,0,65,50,56,38
1/8/2021,7.83,0,69,45,53,37
1/9/2021,6.04,0,63,43,55,33
1/10/2021,10.74,0.82,87,41,46,33
1/11/2021,5.59,0,83,36,40,30
1/12/2021,2.01,0,74,37,50,26
1/13/2021,5.82,0,66,45,61,31
1/14/2021,10.29,0,53,51,66,40
1/15/2021,11.63,0,35,49,59,37
1/16/2021,5.59,0,38,47,60,32
1/17/2021,3.58,0,46,49,67,34
1/18/2021,10.29,0,62,54,73,38
1/19/2021,9.4,0.05,83,64,74,52
1/20/2021,6.71,0.01,89,54,61,51
1/21/2021,3.36,0.12,91,56,62,51
1/22/2021,4.7,0,86,62,69,55
1/23/2021,7.16,0,87,58,67,55
1/24/2021,8.72,0.05,90,65,73,62
1/25/2021,9.62,0,59,71,75,50
1/26/2021,6.49,0,48,59,75,46
1/27/2021,13.42,0,51,56,66,41
1/28/2021,6.71,0,58,45,57,36
1/29/2021,9.17,0,66,50,67,39
1/30/2021,11.18,0.02,80,63,75,56
1/31/2021,12.53,0,47,58,64,47
2/1/2021,9.17,0,48,51,65,40
2/2/2021,5.37,0,45,53,67,38
2/3/2021,11.63,0,70,56,73,45
2/4/2021,13.87,0,63,67,80,53
2/5/2021,8.5,0.08,63,52,54,46
2/6/2021,8.5,0,67,52,73,45
2/7/2021,8.95,0,65,51,66,38
2/8/2021,10.29,0,78,59,73,50
2/9/2021,7.83,0,83,57,63,48
2/10/2021,11.86,0.01,91,45,49,38
2/11/2021,15.66,0.14,88,35,38,32
2/12/2021,17,0,81,31,33,30
2/13/2021,15.21,0,81,30,33,28
2/14/2021,16.78,0,84,29,31,17
2/15/2021,14.32,0.43,69,16,20,9
2/16/2021,5.37,0.01,62,15,27,5
2/17/2021,12.97,1.09,86,30,34,26
2/18/2021,13.42,0,79,30,33,26
2/19/2021,5.14,0,72,29,41,20
2/20/2021,8.72,0,68,40,61,28
2/21/2021,10.51,0,69,56,73,43
2/22/2021,4.7,0,46,60,74,44
2/23/2021,9.4,0,60,59,79,42
2/24/2021,8.72,0,70,68,81,58
2/25/2021,7.16,0.03,76,64,68,55
2/26/2021,5.14,0.06,83,57,70,50
2/27/2021,11.63,0,79,68,81,60
2/28/2021,12.3,0,75,75,83,60
3/1/2021,15.66,0.43,87,56,60,48
3/2/2021,9.62,0.01,60,52,65,44
3/3/2021,3.58,0,56,53,69,40
3/4/2021,7.83,0,54,58,74,44
3/5/2021,9.84,0,67,62,80,50
3/6/2021,10.07,0,56,60,68,50
3/7/2021,6.93,0,40,57,70,43
3/8/2021,6.71,0,52,58,73,43
3/9/2021,13.42,0,72,65,76,56
3/10/2021,16.55,0,76,68,80,60
3/11/2021,14.99,0,70,73,80,68
3/12/2021,12.08,0,74,73,84,68
3/13/2021,14.99,0,72,72,82,65
3/14/2021,7.16,0.24,86,65,70,48
3/15/2021,4.92,0,68,61,82,44
3/16/2021,9.62,0,76,73,81,67
3/17/2021,16.33,0.48,55,72,78,51
3/18/2021,13.65,0,48,56,67,45
3/19/2021,9.62,0,59,54,66,43
3/20/2021,4.7,0,58,54,69,42
3/21/2021,8.5,0,62,57,71,44
3/22/2021,13.2,0,76,63,71,55
3/23/2021,4.7,0.55,59,67,80,59
3/24/2021,10.07,0,80,63,71,53
3/25/2021,8.5,0.02,65,66,74,54
3/26/2021,7.16,0,57,65,82,51
3/27/2021,8.5,0,80,74,83,68
3/28/2021,12.75,0,41,69,74,54
3/29/2021,6.93,0,49,60,75,44
3/30/2021,13.2,0,75,69,83,62
3/31/2021,13.42,0,57,70,74,54
4/1/2021,7.16,0,40,58,70,43
4/2/2021,7.83,0,44,57,70,42
4/3/2021,8.05,0.02,71,58,68,51
4/4/2021,5.82,0.08,78,60,73,52
4/5/2021,8.95,0.01,77,65,78,56
4/6/2021,16.33,0,72,72,85,66
4/7/2021,9.84,0.19,71,73,83,57
4/8/2021,7.61,0.22,71,67,86,50
4/9/2021,14.09,0,74,76,86,71
4/10/2021,11.41,0,48,72,79,57
4/11/2021,6.93,0,42,68,85,50
4/12/2021,9.17,0,71,71,84,57
4/13/2021,7.83,0.03,73,77,84,70
4/14/2021,7.16,0,81,74,79,68
4/15/2021,10.51,0.48,83,67,69,61
4/16/2021,9.62,0.07,87,64,71,60
4/17/2021,14.09,0,70,59,65,51
4/18/2021,8.05,0,60,57,69,49
4/19/2021,2.68,0,53,61,73,46
4/20/2021,10.51,0,56,66,82,50
4/21/2021,11.86,0,41,55,67,44
4/22/2021,10.07,0,57,60,72,49
4/23/2021,8.05,1.68,88,68,76,65
4/24/2021,10.07,0,68,70,81,62
4/25/2021,9.84,0,66,70,83,58
4/26/2021,13.42,0,69,73,83,65
4/27/2021,12.53,0,81,74,79,70
4/28/2021,17,0,73,78,87,74
4/29/2021,7.16,0.28,83,78,84,72
4/30/2021,9.62,0.23,82,72,76,69
5/1/2021,9.84,1.36,84,71,79,67
5/2/2021,11.63,0.04,74,74,87,66
5/3/2021,13.42,0,72,80,90,74
5/4/2021,8.72,0.44,77,77,79,65
5/5/2021,7.16,0,63,69,81,57
5/6/2021,5.82,0,60,73,86,61
5/7/2021,7.83,0,55,75,85,63
5/8/2021,14.99,0,71,75,88,62
5/9/2021,12.75,0,72,80,88,76
5/10/2021,7.38,0,82,80,87,70
5/11/2021,11.41,0.84,84,74,90,64
5/12/2021,12.3,0,81,65,67,61
5/13/2021,7.61,0,65,67,79,61
5/14/2021,6.71,0,62,73,81,66
5/15/2021,7.83,0,71,73,84,63
5/16/2021,10.07,0.03,81,73,79,68
5/17/2021,7.38,0.04,83,75,87,66
5/18/2021,11.18,1.84,80,73,86,66
5/19/2021,5.14,0.01,79,69,73,65
5/20/2021,4.92,0,75,74,84,68
5/21/2021,7.61,0,78,76,87,72
5/22/2021,12.3,0.26,83,76,82,73
5/23/2021,6.93,0.68,90,73,75,70
5/24/2021,8.05,0.55,88,74,81,71
5/25/2021,9.84,0.09,85,76,83,72
5/26/2021,8.72,0,75,80,90,73
5/27/2021,10.07,0,73,81,90,74
5/28/2021,12.97,1.01,76,80,89,69
5/29/2021,4.25,0,63,76,89,67
5/30/2021,8.95,0,72,78,85,73
5/31/2021,10.96,0.01,72,79,87,71
6/1/2021,6.71,1.29,77,77,83,71
6/2/2021,3.8,0.13,73,76,87,68
6/3/2021,6.26,0.06,81,75,84,68
6/4/2021,5.59,0,81,74,82,70
6/5/2021,3.58,0.02,78,76,87,72
6/6/2021,7.38,0,73,78,90,70
6/7/2021,10.07,0.02,79,81,87,75
6/8/2021,9.84,0.1,75,83,91,76
6/9/2021,10.29,0,74,85,94,78
6/10/2021,9.62,0,71,84,95,77
6/11/2021,10.07,0,69,85,93,79
6/12/2021,3.36,0,72,83,93,76
6/13/2021,4.03,0,66,86,97,78
6/14/2021,2.91,0,70,87,97,78
6/15/2021,6.04,0.37,65,87,97,73
6/16/2021,4.25,0,61,83,95,71
6/17/2021,3.8,0,64,86,97,76
6/18/2021,2.91,0,55,84,92,74
6/19/2021,4.47,0,58,84,94,72
6/20/2021,10.51,0,71,85,95,75
6/21/2021,9.4,0.27,79,84,90,73
6/22/2021,6.49,0.53,79,81,88,70
6/23/2021,8.05,0,73,84,95,76
6/24/2021,10.29,0,73,85,95,77
6/25/2021,10.07,0,71,86,95,78
6/26/2021,11.18,0,68,85,94,77
6/27/2021,5.82,0.06,80,82,90,74
6/28/2021,6.71,0.85,84,77,85,72
6/29/2021,7.16,0,79,79,88,75
6/30/2021,5.37,0,72,82,93,75
7/1/2021,2.91,0,70,84,92,76
7/2/2021,4.25,0,75,84,94,77
7/3/2021,3.8,0.51,88,79,85,74
7/4/2021,4.03,0.25,85,78,87,74
7/5/2021,5.37,0.18,84,79,92,76
7/6/2021,6.04,0.19,82,79,89,75
7/7/2021,5.37,0,74,80,88,73
7/8/2021,7.61,0.72,79,80,89,75
7/9/2021,9.62,0.23,83,77,84,71
7/10/2021,9.17,0,75,83,93,75
7/11/2021,5.59,0,77,82,91,74
7/12/2021,6.71,1.02,83,79,84,69
7/13/2021,3.13,0,77,78,93,72
7/14/2021,5.59,0.03,78,78,92,72
7/15/2021,7.83,0.2,77,82,91,77
7/16/2021,9.17,0,74,83,94,77
7/17/2021,6.93,0,71,84,93,76
7/18/2021,4.92,0,73,84,93,76
7/19/2021,5.59,0,76,83,93,77
7/20/2021,6.49,0,72,81,90,74
7/21/2021,5.37,0,71,82,91,75
7/22/2021,5.82,0.68,76,81,93,74
7/23/2021,8.5,0,72,82,95,75
7/24/2021,7.16,0,70,85,95,77
7/25/2021,5.37,0,69,84,95,75
7/26/2021,4.47,0,70,84,95,74
7/27/2021,4.03,0,65,86,95,75
7/28/2021,4.47,0,64,86,95,76
7/29/2021,3.36,0,69,86,96,78
7/30/2021,3.36,0,69,86,96,78
7/31/2021,5.82,0,68,85,96,77
8/1/2021,6.04,0,67,87,97,78
8/2/2021,6.71,0,77,83,87,76
8/3/2021,6.93,0,70,82,92,76
8/4/2021,7.16,0,69,84,93,76
8/5/2021,5.14,0,68,82,85,75
8/6/2021,5.37,0,73,81,92,74
8/7/2021,9.62,0.02,73,82,93,75
8/8/2021,11.18,0,70,85,96,78
8/9/2021,10.96,0,70,86,95,79
8/10/2021,10.29,0,70,87,97,78
8/11/2021,8.95,0,70,86,96,77
8/12/2021,6.49,0,70,85,97,77
8/13/2021,4.92,0,70,85,95,76
8/14/2021,4.47,0,68,85,97,76
8/15/2021,3.8,1.43,81,80,90,75
8/16/2021,4.25,0,73,81,93,74
8/17/2021,6.26,0,71,83,95,74
8/18/2021,7.16,0.71,85,81,91,76
8/19/2021,9.17,0,70,85,97,79
8/20/2021,9.17,0,68,86,95,77
8/21/2021,7.61,0,67,86,96,76
8/22/2021,5.59,0,66,85,96,74
8/23/2021,5.14,0,65,85,96,74
8/24/2021,5.82,0,66,86,96,76
8/25/2021,2.46,0.02,68,85,97,76
8/26/2021,3.8,0.01,68,87,98,78
8/27/2021,6.71,0,70,84,94,77
8/28/2021,6.49,0,71,84,93,77
8/29/2021,6.26,0,68,84,97,76
8/30/2021,6.26,0,61,86,97,76
8/31/2021,6.26,0,58,87,98,78
9/1/2021,5.37,0.03,72,87,98,77
9/2/2021,6.49,0,69,86,97,78
9/3/2021,6.04,0.21,72,85,95,78
9/4/2021,6.26,0,67,85,96,76
9/5/2021,5.59,0,64,86,99,77
9/6/2021,6.26,0,63,86,97,77
9/7/2021,4.92,0,53,85,96,74
9/8/2021,5.37,0,51,82,97,69
9/9/2021,7.83,0,48,82,96,70
9/10/2021,5.59,0,41,81,94,68
9/11/2021,3.58,0,49,78,93,63
9/12/2021,5.59,0,56,81,95,69
9/13/2021,8.5,0,72,80,89,72
9/14/2021,12.75,0,77,75,81,72
9/15/2021,9.62,0,70,77,89,72
9/16/2021,7.83,0,70,80,89,70
9/17/2021,3.36,0,66,80,94,69
9/18/2021,3.8,0,67,82,94,72
9/19/2021,4.92,0,65,84,96,73
9/20/2021,8.05,0,66,85,98,75
9/21/2021,9.62,0,64,85,98,76
9/22/2021,12.3,0,35,78,87,64
9/23/2021,2.91,0,40,72,87,55
9/24/2021,3.58,0,50,73,87,59
9/25/2021,2.24,0,49,74,89,59
9/26/2021,4.7,0,55,76,90,61
9/27/2021,4.25,0,61,77,90,67
9/28/2021,6.93,1.02,74,81,94,70
9/29/2021,5.82,1.49,75,76,86,68
9/30/2021,5.37,0,80,78,92,72
10/1/2021,6.26,1.15,86,76,81,73
10/2/2021,2.91,0,78,77,88,70
10/3/2021,4.47,0,66,80,91,72
10/4/2021,6.71,0,53,78,90,67
10/5/2021,4.92,0,50,74,88,60
10/6/2021,2.01,0,55,74,88,60
10/7/2021,4.92,0,59,76,89,64
10/8/2021,5.37,0,62,77,89,65
10/9/2021,7.83,0,70,76,89,66
10/10/2021,15.43,0,74,79,92,70
10/11/2021,4.25,0.31,61,76,86,65
10/12/2021,11.86,0.05,73,79,91,73
10/13/2021,12.53,0.02,72,82,91,75
10/14/2021,7.38,1.43,81,78,84,73
10/15/2021,10.29,0.12,75,78,89,65
10/16/2021,10.96,0,47,67,76,54
10/17/2021,4.25,0,52,62,76,49
10/18/2021,4.47,0,58,64,77,51
10/19/2021,7.38,0,67,69,82,57
10/20/2021,1.34,0,75,74,88,64
10/21/2021,2.24,0,69,78,90,68
10/22/2021,5.37,0,67,78,88,70
10/23/2021,8.72,0.11,79,77,87,69
10/24/2021,6.26,0,75,76,88,67
10/25/2021,4.47,0,80,78,88,73
10/26/2021,12.97,0.01,80,79,87,72
10/27/2021,12.75,1.02,64,75,80,59
10/28/2021,14.54,0,36,66,77,56
10/29/2021,13.2,0,33,64,73,52
10/30/2021,3.8,0,46,60,77,45
